temperature,humidite_air,humidite_sol,type_sol,culture,N,K,P,engrais,zone,ph_sol,pluie,source,culture_enc,engrais_enc,type_sol_enc,zone_enc
30.43570061553158,61.61978627232247,41.84308101924748,Limoneux,Coton,15.295086580568858,0.3471451717457317,16.329944439553433,NPK_15_15_15,sahelienne,6.632840828696249,75.2975622996526,augmente,1,1,1,0
26.012746666663617,57.606000563485765,56.098310134978945,Argileux,Mais,23.37374762211534,2.6528400020771623,17.289019533258074,NPK_15_15_15,soudanienne,5.5995142080552185,33.71382887842256,augmente,2,1,0,1
28.408969070242563,58.243940054276365,45.79434075594998,Limoneux,Mil,16.03355443084552,3.2801174143309333,14.216689428591039,NPK_15_15_15,soudanienne,7.354152221795221,94.94555705409668,augmente,3,1,1,1
27.992216223681847,56.98049320025869,42.25653422602522,Argileux,Sorgho,14.681787980945115,7.877742389081927,17.784752012995863,NPK_15_15_15,soudanienne,6.028801294360568,157.41133079807327,augmente,4,1,0,1
27.51075622190997,55.36697566061109,39.23977875486531,Limoneux,Mais,24.16144867979864,1.4259827193092875,13.273780640358396,NPK_15_15_15,sahelienne,6.35056310380598,76.52221992624072,augmente,2,1,1,0
30.934853617688326,58.85669903665839,38.99836568076614,Sableux,Coton,14.833159089188399,3.832158477271543,14.508069704357464,NPK_15_15_15,sahelienne,7.134511648460826,25.50814471492659,augmente,1,1,2,0
28.28586919624335,54.187275607052946,37.798410382152994,Argileux,Coton,12.47485729366057,5.248604256615236,15.264345399389176,NPK_15_15_15,soudanienne,5.981885804717599,65.62069516836435,augmente,1,1,0,1
29.216097272930426,53.93049373141974,43.96010153978157,Limoneux,Arachide,15.02970097920085,2.3001295572980918,13.290585028946772,NPK_15_15_15,soudanienne,6.981113601976036,38.14345060094906,augmente,0,1,1,1
24.227007152219805,60.79123322203248,52.22621074729571,Sableux,Sorgho,19.70692950797487,4.906531705775173,21.93464419696627,NPK_15_15_15,sahelienne,7.988800570660947,28.410657225263254,augmente,4,1,2,0
28.39220892145662,53.03418395227805,50.97987521498552,Sableux,Coton,19.88167123793565,0.0,16.931177837881656,NPK_15_15_15,soudanienne,6.132084457912903,152.43422109673557,augmente,1,1,2,1
30.651653509630023,56.317109666740556,46.34342935558877,Limoneux,Mil,16.885852750169665,4.344631993645718,15.98283206936765,NPK_15_15_15,sahelienne,6.4898527395349355,23.332701640074962,augmente,3,1,1,0
27.023755635139853,67.48959018148851,42.768276909213505,Sableux,Coton,18.039843534242824,0.0,12.59016134854691,NPK_15_15_15,sahelienne,5.803261761412909,19.77397956756141,augmente,1,1,2,0
29.242920444190705,57.65783437082694,39.79463695179165,Sableux,Coton,9.81175281022438,4.660973357569379,12.817734813455154,NPK_15_15_15,sahelienne,6.496648218796031,55.008114313658695,augmente,1,1,2,0
32.57418232457962,55.15778155220722,47.26378651224614,Sableux,Arachide,18.342845152334963,2.8333625405354237,15.533994965082057,NPK_15_15_15,sahelienne,6.780259638659498,12.893095031692887,augmente,0,1,2,0
29.55612834397712,58.921052868642434,35.324490091648784,Sableux,Coton,14.604766778355964,10.01896999912134,11.315552595023952,NPK_15_15_15,sahelienne,7.962524369573616,22.8585142852625,augmente,1,1,2,0
27.19658167674861,53.13193029792494,35.10255438802998,Argileux,Mais,16.8195610959484,6.770399637138688,9.236084839656753,NPK_15_15_15,soudanienne,7.71200770240049,133.94460156623012,augmente,2,1,0,1
31.95389690578059,61.57864692501034,46.73249466278726,Sableux,Sorgho,12.982264114814111,11.593985758404783,13.258661985261178,NPK_15_15_15,sahelienne,6.505376190487322,41.28406578734342,augmente,4,1,2,0
28.09926977341559,56.58296302651741,40.472456145604596,Limoneux,Sorgho,16.404884695423945,5.031899415330205,24.714158820588423,NPK_15_15_15,soudanienne,7.797448313750996,2.688808796683251,augmente,4,1,1,1
28.81677249668264,65.97993912162335,48.18981949713582,Sableux,Mil,19.34150491192727,4.350421614205531,17.656221930519905,NPK_15_15_15,sahelienne,6.99184715694977,77.04917275079039,augmente,3,1,2,0
32.52938626043247,60.893084874380506,42.47588561776368,Argileux,Coton,18.582176576009786,7.266077102558299,16.343783824479193,NPK_15_15_15,soudanienne,5.590630793786987,46.16355703755632,augmente,1,1,0,1
28.825428658340282,60.602146658628726,50.755015990322725,Sableux,Mil,20.89665224291565,3.1987005937844826,22.94596024426655,NPK_15_15_15,sahelienne,7.813324342186496,13.850035133212462,augmente,3,1,2,0
32.22069383579026,58.042502426907866,45.85938487039144,Sableux,Arachide,17.35033411954226,0.0,8.909217206565831,NPK_15_15_15,soudanienne,5.958660634922121,152.67625195671252,augmente,0,1,2,1
29.085398345772425,58.737462438185425,43.06766011075013,Limoneux,Coton,14.32723036584629,0.0,15.875645813141904,NPK_15_15_15,sahelienne,5.695274221877891,42.591894978153036,augmente,1,1,1,0
26.341653957351397,51.993185500562724,37.054278633634716,Limoneux,Mais,14.37195588287858,3.323306646477466,23.07551888776623,NPK_15_15_15,soudanienne,6.943498167832727,6.996374703230712,augmente,2,1,1,1
25.610432933840613,59.44425017414388,46.14670637758239,Sableux,Sorgho,17.079146327475318,8.978103076291061,16.99552674332031,NPK_15_15_15,sahelienne,7.474280023026372,47.97490513824475,augmente,4,1,2,0
31.07111360519789,54.98851378407841,41.16959351531385,Sableux,Mil,15.42006655624382,1.654237255982141,14.11921861227249,NPK_15_15_15,sahelienne,5.757021404339635,47.460757614030186,augmente,3,1,2,0
31.52109957292333,64.30611005149777,39.29309261494184,Limoneux,Arachide,15.453798064457885,6.82325202428563,16.08775141731549,NPK_15_15_15,sahelienne,5.682937746920005,52.15789711383685,augmente,0,1,1,0
35.952149618891525,56.87971169173037,47.02647799505703,Sableux,Coton,15.570283897776518,5.461802523637545,16.1814234819195,NPK_15_15_15,sahelienne,7.431316057906486,16.69940267427119,augmente,1,1,2,0
27.672743114375425,49.83773996180492,52.418606763609056,Sableux,Mil,13.836865702343534,5.753438421548033,11.253001585221256,NPK_15_15_15,sahelienne,7.143482598736658,5.149990681203169,augmente,3,1,2,0
25.326211849562412,54.41007934018657,52.11768895128845,Argileux,Mil,16.65220053724056,2.5039323116604573,17.932471379290828,NPK_15_15_15,soudanienne,6.522519341840683,26.97496928160954,augmente,3,1,0,1
26.541803445965975,52.56685062751522,56.98734912343011,Argileux,Coton,13.44852579953443,3.197900011687709,13.83390412305808,NPK_15_15_15,soudanienne,7.181621848580928,44.69975087092885,augmente,1,1,0,1
30.66341758593273,65.05771893862118,42.7553864040914,Argileux,Mais,14.857060366553501,7.382659445676701,16.172093003093117,NPK_15_15_15,soudanienne,7.700728157533575,64.91038120649995,augmente,2,1,0,1
28.77359303658102,59.469663771260144,35.97442444899405,Sableux,Arachide,10.41361306492372,3.1612397417668374,18.41215332480926,NPK_15_15_15,sahelienne,6.982385682318508,26.078323501504972,augmente,0,1,2,0
28.51982051577994,60.431936428917304,44.56736710948608,Limoneux,Mais,13.695507273086125,0.13431759123790465,22.799457514772886,NPK_15_15_15,sahelienne,6.478192138517364,77.51213736912304,augmente,2,1,1,0
30.105526374268415,62.54639700888459,51.533582941486685,Sableux,Sorgho,18.4248300085498,2.619708318461864,18.805475419158874,NPK_15_15_15,sahelienne,6.2260273053556165,62.63877196608234,augmente,4,1,2,0
30.335001783002724,49.91481044278387,46.94911509112484,Sableux,Coton,19.870831548755955,0.03668108008268067,11.064333897840596,NPK_15_15_15,sahelienne,6.3086683368262415,5.065539757785675,augmente,1,1,2,0
32.784876783403085,63.100990065180284,51.52322473460101,Sableux,Sorgho,11.073225412470418,8.453081426888497,10.661133893307309,NPK_15_15_15,sahelienne,7.226381600999112,52.55145877237477,augmente,4,1,2,0
28.518635799715845,52.8895561861293,34.72512865877523,Limoneux,Sorgho,9.408498246860855,0.0,23.714297437710865,NPK_15_15_15,soudanienne,5.6513806406031515,113.56521827991679,augmente,4,1,1,1
29.778827825456805,52.15008353373183,52.0574490830732,Sableux,Coton,7.454593281276486,12.11509159367937,25.426063929386988,NPK_15_15_15,sahelienne,5.851858408477883,51.15127087224013,augmente,1,1,2,0
30.075996488220174,59.014073744438335,39.894479060635014,Sableux,Sorgho,18.910753860165137,0.0,20.30666581465526,NPK_15_15_15,soudanienne,5.6739544588589474,94.54137972725782,augmente,4,1,2,1
30.713658625829737,61.496702229919926,29.92749796798671,Limoneux,Sorgho,14.329053706723059,0.0,20.226994388182984,NPK_15_15_15,sahelienne,5.693233732876164,7.537790299800591,augmente,4,1,1,0
23.269844257445314,52.617068798169335,59.410541077443455,Argileux,Mil,20.182028988313657,0.0,10.232542656358968,NPK_15_15_15,soudanienne,5.652865452619215,162.66866580902166,augmente,3,1,0,1
33.64473225308726,62.255312239844216,43.46132168369744,Argileux,Mais,18.59563946164321,0.0,18.105163866522005,NPK_15_15_15,soudanienne,7.416744559583706,162.65246027013086,augmente,2,1,0,1
27.59574472101926,66.2971002404334,43.23985230520429,Sableux,Arachide,15.172045417444675,6.339200410138451,14.154277102917382,NPK_15_15_15,sahelienne,7.96599644121325,41.45479538744879,augmente,0,1,2,0
27.759611260869406,58.674769045063165,42.94668102081958,Argileux,Sorgho,15.284636140386537,2.433568430083151,17.349842670027652,NPK_15_15_15,soudanienne,7.821515823942549,187.81626097740403,augmente,4,1,0,1
28.263727352442967,55.8005901806989,56.7463730744297,Limoneux,Arachide,18.656369580409514,0.3727930062299625,22.40473810890154,NPK_15_15_15,sahelienne,7.9888731618489235,68.4502145228187,augmente,0,1,1,0
28.620244845372948,63.538872451344545,43.27921019327624,Limoneux,Mil,17.498629089204698,1.9976834449370502,21.18826005713572,NPK_15_15_15,sahelienne,7.324217014485763,75.9105299919571,augmente,3,1,1,0
28.539018043408074,52.75401145599895,39.81692419116258,Sableux,Mais,16.506832684328945,0.0,11.087751576148158,NPK_15_15_15,sahelienne,6.00971618865131,39.12139042772754,augmente,2,1,2,0
32.500244265720625,66.15561940701835,40.0239157232,Limoneux,Sorgho,17.808118506033203,5.727339296663883,20.601621151897728,NPK_15_15_15,soudanienne,5.674269366172403,155.56242868878348,augmente,4,1,1,1
28.79677006276841,54.21208333231524,48.084128837312065,Sableux,Arachide,19.816925677325365,4.788747199789658,16.107202231712225,NPK_15_15_15,sahelienne,7.124476818781561,14.506068488345054,augmente,0,1,2,0
27.39535732137419,55.48034522485775,32.89318301796586,Sableux,Mais,15.064820002734502,0.9663118621870583,13.456092581019785,NPK_15_15_15,sahelienne,7.134474127091807,62.07791269999105,augmente,2,1,2,0
29.38606558833207,56.85433747705663,51.8307373055456,Sableux,Mil,16.746979684270237,1.581142171511086,17.008524105273533,NPK_15_15_15,sahelienne,6.428964602281337,12.19255360303051,augmente,3,1,2,0
29.381124604942933,54.592328409099395,26.23016482146407,Limoneux,Coton,15.100425423396235,0.5534272456281881,17.00616322125873,NPK_15_15_15,sahelienne,6.311446647913198,11.453176622206334,augmente,1,1,1,0
28.42120252885669,50.14715981033213,41.43626963019927,Sableux,Coton,10.516102412083725,1.104021623203803,12.36245736265598,NPK_15_15_15,sahelienne,6.3797626393966524,34.25024405681134,augmente,1,1,2,0
27.218657111307007,59.51270887581199,49.814982963931655,Limoneux,Coton,20.722360113357148,4.066623911384317,15.818318356728149,NPK_15_15_15,soudanienne,7.4012550110431,184.8475401628266,augmente,1,1,1,1
31.138796259388414,59.00645091992063,41.79232489328887,Argileux,Sorgho,10.877945431453627,6.798101866139628,9.247977137356404,NPK_15_15_15,soudanienne,7.591300486118947,129.01653839335725,augmente,4,1,0,1
30.628633754087787,57.46647529654921,39.890061117816316,Argileux,Mil,17.56898454066026,0.0,29.980812396398125,NPK_15_15_15,soudanienne,5.657687935857417,105.91261872966744,augmente,3,1,0,1
24.054091585026974,59.87957656806045,54.46365939952232,Limoneux,Mais,22.211832182575748,4.254629067701509,23.37293146058979,NPK_15_15_15,soudanienne,6.0619005941470485,125.65589181304271,augmente,2,1,1,1
30.048394256823208,63.744809352167444,39.28153251488135,Limoneux,Mil,16.748579106497324,4.982186745730315,13.308702169652012,NPK_15_15_15,sahelienne,7.267277537747476,43.72754107977957,augmente,3,1,1,0
27.382122629602595,52.11525609584486,34.66583363106924,Sableux,Sorgho,22.693289997617715,0.0,24.195556632494892,NPK_15_15_15,sahelienne,6.5610847221439474,66.4911171548306,augmente,4,1,2,0
29.43672284247271,59.95119651058213,43.9076485722252,Limoneux,Mil,16.461068739292653,6.414665408681396,18.50819622368058,NPK_15_15_15,sahelienne,6.4309157455715065,15.602418543132348,augmente,3,1,1,0
26.464484767009992,58.60680756225611,51.094165830737694,Sableux,Mil,13.081453251676306,5.616708540089372,10.838462109119629,NPK_15_15_15,soudanienne,6.037177934622837,198.67217101094866,augmente,3,1,2,1
27.495024929654814,58.34356880563115,37.52116048586288,Sableux,Arachide,18.945404097280232,0.0,12.677881596313048,NPK_15_15_15,sahelienne,5.534010988626671,5.870721332160684,augmente,0,1,2,0
28.30347228843185,54.19523534544173,49.98712927994452,Argileux,Mais,14.387459636571498,4.553139669087556,19.467194353722768,NPK_15_15_15,soudanienne,5.67974854664374,78.14051013762186,augmente,2,1,0,1
29.9348663897942,57.969167618699984,38.84699526745147,Sableux,Sorgho,13.50999204978511,0.0,17.757453398472055,NPK_15_15_15,soudanienne,5.582088572709694,177.05656581938007,augmente,4,1,2,1
29.959656583159315,55.3964820796085,32.79121246575634,Argileux,Coton,19.290173408943858,3.1373236011380015,14.47035096898542,NPK_15_15_15,soudanienne,5.92526720503019,94.27363114029812,augmente,1,1,0,1
29.14188642915217,50.3260948755115,34.18910289148569,Argileux,Coton,15.248925411374726,3.8269667734698243,7.150899584061639,NPK_15_15_15,soudanienne,7.5658980254375106,104.73886644893764,augmente,1,1,0,1
26.529348980949973,60.167223763314766,41.05484169060295,Sableux,Mil,23.70847045227975,2.1145187402146868,17.501323764280578,NPK_15_15_15,sahelienne,6.317749163500198,47.85551028143148,augmente,3,1,2,0
30.872177317855805,66.36588025185921,50.95378154880166,Sableux,Coton,8.059193804548505,0.0,26.13370894369357,NPK_15_15_15,sahelienne,6.26937379151955,60.86460331448617,augmente,1,1,2,0
30.414289478703434,57.58384888640098,38.2200627049791,Sableux,Coton,16.313972671894597,0.0,24.621008279005302,NPK_15_15_15,soudanienne,7.569177838922985,29.817949753649554,augmente,1,1,2,1
29.56868196277508,52.11330355657782,34.04437459979792,Argileux,Sorgho,14.33755449839639,8.26044253830125,20.916108392413634,NPK_15_15_15,soudanienne,7.963851201685098,28.13908477214926,augmente,4,1,0,1
28.224169047137174,59.38048657254311,34.00200034455424,Limoneux,Coton,16.277851220810604,0.0,21.912914672787203,NPK_15_15_15,soudanienne,5.724248242520637,198.9507376123943,augmente,1,1,1,1
27.565709934835663,56.740774937990516,40.56015324439668,Argileux,Mais,22.379079158195736,2.1578552188485656,14.152017266751916,NPK_15_15_15,soudanienne,7.419843879045028,155.77852902051436,augmente,2,1,0,1
31.651025508647706,59.3375143800625,59.586907309823104,Sableux,Mais,12.754992857796204,8.728832873222169,18.044770824898563,NPK_15_15_15,sahelienne,7.713072460527931,30.491812268884058,augmente,2,1,2,0
28.552830660911624,63.68599157188984,20.197782983112614,Limoneux,Mil,15.057234834208895,5.62904046022051,19.5721348839236,NPK_15_15_15,sahelienne,6.331909288339198,52.47589686707136,augmente,3,1,1,0
33.454807341259894,55.20101946513458,37.42063815981389,Limoneux,Arachide,13.547990915111587,4.75258397697131,19.590975980094758,NPK_15_15_15,soudanienne,6.5224662593345855,127.74468176340119,augmente,0,1,1,1
32.173550903111725,59.04391109153605,51.650017905513884,Argileux,Arachide,19.41459701368199,8.03786475703173,13.470388370444427,NPK_15_15_15,soudanienne,7.555908784531076,43.687648997736076,augmente,0,1,0,1
31.689279776533333,53.136808443517175,49.764574071459734,Argileux,Sorgho,15.412488054490161,10.244599526656659,18.116621616083545,NPK_15_15_15,soudanienne,7.960624416228226,157.80097691213894,augmente,4,1,0,1
26.321614864444935,52.531530232947844,57.337716849103316,Argileux,Mais,17.050994117170127,0.0,16.808483589955816,NPK_15_15_15,soudanienne,6.746362195828233,21.712628940561874,augmente,2,1,0,1
32.09024266287747,58.729538980757134,41.86067117119367,Sableux,Coton,14.12123676784312,8.273836207817762,16.39913509480906,NPK_15_15_15,sahelienne,5.92025637451295,60.90171437002883,augmente,1,1,2,0
32.10236049734352,55.11339422083951,36.37399144506296,Limoneux,Mais,14.470469075809886,4.3074904001407655,18.38678861715484,NPK_15_15_15,sahelienne,5.82942722149259,16.291891289862193,augmente,2,1,1,0
29.667344839792673,71.58357698289163,47.62250755506188,Sableux,Arachide,16.612252880387953,1.210427032181531,19.466459928637544,NPK_15_15_15,sahelienne,6.679132003320971,4.482330659913094,augmente,0,1,2,0
29.553441413383304,55.38861322997754,35.26340706129169,Limoneux,Sorgho,7.858012073139328,4.39798169241865,11.560507055743063,NPK_15_15_15,sahelienne,7.033731929629949,28.365425689292067,augmente,4,1,1,0
29.383752320307256,59.86495119710234,60.259420646596226,Sableux,Coton,17.671788894354307,6.9722581021742585,19.262661945785148,NPK_15_15_15,sahelienne,5.54616476223309,71.04643058070441,augmente,1,1,2,0
32.73137680536879,57.07335177930914,36.14018283332883,Argileux,Coton,17.51264588958819,6.134605428402091,14.813558107890797,NPK_15_15_15,soudanienne,6.6432494949922445,21.1165425808856,augmente,1,1,0,1
33.1085767484948,58.24074640905159,56.932691325032955,Sableux,Arachide,17.084420887041727,0.0,6.333536416880664,NPK_15_15_15,soudanienne,7.02423863786246,5.005020312773323,augmente,0,1,2,1
30.869533252381892,59.4533064584386,43.87261806490735,Sableux,Coton,16.269663319737997,1.357542724462206,15.244082092986405,NPK_15_15_15,sahelienne,5.998309647376434,68.75380726890435,augmente,1,1,2,0
31.633612785575608,57.74726770002364,41.12263441263179,Limoneux,Coton,22.363895407595827,2.6142167699789334,12.454525940973031,NPK_15_15_15,soudanienne,7.647280815239103,191.24523941523077,augmente,1,1,1,1
33.64819719177958,48.34375156835478,38.45383849308332,Argileux,Coton,23.443483449370962,1.1566885550663641,17.201974169322924,NPK_15_15_15,soudanienne,7.0739184879219295,42.13758340606029,augmente,1,1,0,1
30.54660014426747,60.08410200310621,52.11495949832905,Sableux,Arachide,14.762882414789864,0.0,8.878023538271076,NPK_15_15_15,sahelienne,7.926820409964487,38.862729148418595,augmente,0,1,2,0
27.211672551499362,57.890266512892694,41.12709750359164,Sableux,Sorgho,10.329523822076183,11.066573282411422,7.636723161939523,NPK_15_15_15,sahelienne,6.3381195892508275,24.63549661295456,augmente,4,1,2,0
33.055232840562915,56.84539853611424,55.46442490269025,Argileux,Mais,16.60748186321043,0.0,20.13540878610598,NPK_15_15_15,soudanienne,6.79772932584932,85.5402341638477,augmente,2,1,0,1
26.657461210340283,55.00813203046488,33.98927024891596,Argileux,Mais,23.409602237414042,0.4621680046216088,14.038315491621068,NPK_15_15_15,soudanienne,6.07593705591506,159.63416052356905,augmente,2,1,0,1
28.39979541886433,61.90173757397236,51.08403971638295,Limoneux,Arachide,16.619507893115646,2.945326363149089,20.799674777780375,NPK_15_15_15,soudanienne,5.990348374334679,172.36562616492054,augmente,0,1,1,1
24.949554563205506,59.47049299098089,38.08386638904412,Sableux,Arachide,21.81196739812739,3.6017771627447646,18.510529676789528,NPK_15_15_15,sahelienne,7.32991959588178,54.063277090238806,augmente,0,1,2,0
25.865313672471398,61.61885295987826,50.232109904368215,Sableux,Mais,10.399152594295508,0.9809600415568234,8.685470747681936,NPK_15_15_15,sahelienne,7.0175716359613665,74.48178232567952,augmente,2,1,2,0
35.64036053305357,61.99154986281025,42.54672474412362,Sableux,Coton,14.171083620040793,4.586386073560173,11.873768054113963,NPK_15_15_15,sahelienne,6.593403228906537,75.7310981771962,augmente,1,1,2,0
27.327220920227607,53.046117709354775,42.26637013023749,Limoneux,Mais,12.323750671555192,2.1033714242700463,16.37426870441742,NPK_15_15_15,sahelienne,5.901288538201728,16.407500297888795,augmente,2,1,1,0
24.990304060172107,60.69803572832208,56.264420225689435,Limoneux,Sorgho,18.450624579501817,0.0,17.33679185990954,NPK_15_15_15,sahelienne,6.4803196374669705,62.46185879097516,augmente,4,1,1,0
37.25480249739619,58.61890253256172,43.33480161856149,Sableux,Mil,24.489004556973867,2.77909406554478,20.236002834848094,NPK_15_15_15,sahelienne,6.644797917999052,34.61639317012399,augmente,3,1,2,0
30.502360528042455,63.62616145093188,38.659391239516545,Sableux,Sorgho,7.535188111514907,5.390094426772249,18.483992777598623,NPK_15_15_15,sahelienne,6.713432237922985,9.953870152577062,augmente,4,1,2,0
24.757118681519785,59.62618098902141,40.01326109002843,Limoneux,Coton,8.42778474969925,0.0,18.671361616420754,NPK_15_15_15,soudanienne,6.331119295619096,143.12784721339187,augmente,1,1,1,1
29.338266674627807,63.715340792475786,39.59214263888272,Limoneux,Mais,9.277784831236918,8.595343158721652,22.57817223081917,NPK_15_15_15,sahelienne,6.579129406484903,32.90581574586157,augmente,2,1,1,0
35.01477079778228,60.7154782651735,36.05743679478969,Sableux,Coton,9.663165668843511,2.2493364509044573,22.96895750734045,NPK_15_15_15,sahelienne,7.352767604074202,27.52798112237892,augmente,1,1,2,0
31.117446386284296,61.78408106156125,47.59383939661849,Limoneux,Sorgho,15.176704457269459,8.853203344817352,18.757318388737605,NPK_15_15_15,soudanienne,7.848046237194213,47.49378144454914,augmente,4,1,1,1
28.439569059488644,57.80592195699842,30.38763304032522,Argileux,Mil,11.580122721525125,4.432989466987602,16.653435399639573,NPK_15_15_15,soudanienne,7.366866931281486,16.660516622359278,augmente,3,1,0,1
29.3395659741861,57.71630518339868,46.95850373227612,Argileux,Mais,18.51708299824733,0.0,10.173741090740666,NPK_15_15_15,soudanienne,7.668363761755281,102.30391149257474,augmente,2,1,0,1
29.810612591465492,56.215391852679,49.880693957199576,Sableux,Mais,11.296670353219938,6.204892957693329,14.897726597752959,NPK_15_15_15,soudanienne,7.1359834120764365,73.26062905246779,augmente,2,1,2,1
23.25109604575125,56.75750236274169,52.59009755128085,Limoneux,Mais,22.23764920143727,4.196479451209683,13.789028078135972,NPK_15_15_15,sahelienne,6.836648916872712,12.687840467043383,augmente,2,1,1,0
27.307104956088846,62.70176171892625,44.025957142963506,Limoneux,Arachide,11.435325762477792,3.4323498526278087,7.781484075167818,NPK_15_15_15,sahelienne,7.43965359664663,71.22473582196514,augmente,0,1,1,0
25.32905147025066,56.94713073702656,41.619355065570176,Argileux,Mais,18.40207556754866,0.0,14.64109459821408,NPK_15_15_15,soudanienne,5.750045225060806,5.807980441843874,augmente,2,1,0,1
29.36741010175547,55.14613524875736,42.298100409009805,Argileux,Sorgho,19.082743930513804,0.0,13.655309321481516,NPK_15_15_15,soudanienne,6.482361098433399,93.97798160828792,augmente,4,1,0,1
30.01457154662146,50.18931259441414,52.665901986118435,Limoneux,Arachide,14.695693577518098,1.3765213663052613,14.744563722128957,NPK_15_15_15,soudanienne,6.064945961637958,91.40046187538813,augmente,0,1,1,1
31.019097208411985,57.66913664005061,40.378790448970996,Limoneux,Coton,7.514016806812398,2.0414803432307456,23.957912842059883,NPK_15_15_15,sahelienne,5.644208211458859,44.84069872623785,augmente,1,1,1,0
29.96356113687057,61.26687256210794,51.05205269409673,Sableux,Coton,15.871430035511029,0.0,11.571128430829498,NPK_15_15_15,sahelienne,7.758352534266987,17.334739519120212,augmente,1,1,2,0
27.881163041061786,52.349272408063946,47.71002341108085,Argileux,Coton,22.971445271256027,10.434797424051947,16.170144637722277,NPK_15_15_15,soudanienne,6.183323957811657,93.66018951999166,augmente,1,1,0,1
27.804423606909122,54.9567704156664,57.78152037615898,Sableux,Mais,14.74952363258113,3.4706781266071536,19.357677103757062,NPK_15_15_15,soudanienne,7.247319152363042,142.02837651250562,augmente,2,1,2,1
25.44539595428818,52.806923998627134,50.739529331058684,Sableux,Arachide,18.096945290678992,0.0,16.187930228854352,NPK_15_15_15,sahelienne,7.001182158125685,26.67656164253178,augmente,0,1,2,0
28.014635176249485,63.99158244891482,47.395215722149814,Limoneux,Sorgho,14.626679238157838,0.0,12.690411900743996,NPK_15_15_15,sahelienne,5.923118993607236,59.94322884394002,augmente,4,1,1,0
24.506303705149143,60.142182629082036,39.06683195187642,Sableux,Arachide,11.981341693424074,7.340118516553288,16.95732710489097,NPK_15_15_15,sahelienne,6.784643398172806,53.88132219776872,augmente,0,1,2,0
27.180527493139984,54.857651220306984,32.81621842211015,Limoneux,Arachide,17.72296900645189,0.0,12.137146884087365,NPK_15_15_15,soudanienne,7.545274461860419,40.44301749179466,augmente,0,1,1,1
25.68021041408763,63.63207817888487,40.54465429056929,Sableux,Coton,4.0784200078185116,6.033293840202322,15.886887754633973,NPK_15_15_15,sahelienne,7.409010897907488,7.081524205045406,augmente,1,1,2,0
25.521417469783504,56.00456886506814,36.33936999451568,Sableux,Mais,28.355476009096684,9.448520713976066,13.95879709916822,NPK_15_15_15,soudanienne,7.574795077467397,37.36688125891661,augmente,2,1,2,1
27.357438507594587,50.77960700331378,60.5679267612084,Sableux,Arachide,12.07289413931888,2.036441616273847,7.106475657621949,NPK_15_15_15,soudanienne,5.543364817134295,108.70804754611419,augmente,0,1,2,1
31.334473591202638,54.93261423829195,51.099200382727524,Limoneux,Mais,14.786169415342881,0.7156856972944923,13.593214664577403,NPK_15_15_15,soudanienne,5.582969075562504,39.337286825372274,augmente,2,1,1,1
32.30935256962875,59.015465433180026,54.094414113183035,Limoneux,Mil,18.817635890975385,0.21411504920848712,21.799952864530592,NPK_15_15_15,soudanienne,6.665008785882533,59.591485791671815,augmente,3,1,1,1
27.437231807896865,56.647653220554474,24.909325753703357,Sableux,Coton,15.921203757429902,2.0703168700458425,21.468472224971755,NPK_15_15_15,soudanienne,6.517712432038462,71.22783240299364,augmente,1,1,2,1
32.06451535027263,59.26817028511984,48.97125668147384,Sableux,Mais,24.318229317688033,0.0,19.662139719029565,NPK_15_15_15,sahelienne,7.9947117705711515,66.63981937915344,augmente,2,1,2,0
29.911293404671287,51.70255864047225,57.25531464326747,Limoneux,Sorgho,21.54073709114293,0.0,15.413748238665198,NPK_15_15_15,soudanienne,7.973870298237193,45.66403475938854,augmente,4,1,1,1
30.589758164082614,61.20220276204552,37.651243897884264,Sableux,Mil,17.315591040919788,0.0,12.609525069157078,NPK_15_15_15,soudanienne,6.965276339745338,149.23010076535758,augmente,3,1,2,1
30.47064168007362,57.76700708480085,47.75080814800528,Argileux,Mais,17.86906115680276,0.0,11.813872852780975,NPK_15_15_15,soudanienne,5.644106738993484,117.25356863865362,augmente,2,1,0,1
28.144011633473234,51.1086063538149,38.34266064016004,Limoneux,Sorgho,15.44445484999819,0.0,16.98652602629939,NPK_15_15_15,soudanienne,5.5084471170210305,166.76186177457234,augmente,4,1,1,1
28.48006805798796,60.76678494088328,46.0092087211369,Argileux,Coton,19.23861194791738,0.0,16.075457441774443,NPK_15_15_15,soudanienne,6.45333954280571,119.53740598870016,augmente,1,1,0,1
29.26039299253786,52.29630260233987,40.933354684780646,Limoneux,Mil,19.843772316902424,1.0124251749195021,15.637043426600826,NPK_15_15_15,soudanienne,7.061001218680408,97.50551408099997,augmente,3,1,1,1
30.5945007666566,56.349116183824364,50.050536696673795,Argileux,Mais,18.789741806943834,5.539509984501581,14.231367166709102,NPK_15_15_15,soudanienne,5.533512035629977,188.36425379294533,augmente,2,1,0,1
31.502599339425835,49.270709301067626,35.660178584279194,Argileux,Mais,15.467431493574773,0.0,13.863748143576498,NPK_15_15_15,soudanienne,7.505553297428254,136.88980969263943,augmente,2,1,0,1
29.48233886995841,53.750564922015776,52.27825728826841,Limoneux,Arachide,14.716598295633078,4.1828679595654155,15.929213786798298,NPK_15_15_15,sahelienne,6.29446352146716,59.83138032208666,augmente,0,1,1,0
